freq (Hz)	real	complex
2.200000E+2	4.206607E-1	0.000000E+0
2.210000E+2	2.677203E-1	0.000000E+0
2.220000E+2	1.612685E-1	0.000000E+0
2.230000E+2	1.870471E-1	0.000000E+0
2.240000E+2	2.693462E-1	0.000000E+0
2.250000E+2	3.303595E-1	0.000000E+0
2.260000E+2	3.553444E-1	0.000000E+0
2.270000E+2	3.475581E-1	0.000000E+0
2.280000E+2	3.163094E-1	0.000000E+0
2.290000E+2	2.726414E-1	0.000000E+0
2.300000E+2	2.287194E-1	0.000000E+0
2.310000E+2	2.004380E-1	0.000000E+0
2.320000E+2	2.043308E-1	0.000000E+0
2.330000E+2	2.396549E-1	0.000000E+0
2.340000E+2	2.878311E-1	0.000000E+0
2.350000E+2	3.315156E-1	0.000000E+0
2.360000E+2	3.620908E-1	0.000000E+0
2.370000E+2	3.799629E-1	0.000000E+0
2.380000E+2	3.927456E-1	0.000000E+0
2.390000E+2	4.103418E-1	0.000000E+0
2.400000E+2	4.383854E-1	0.000000E+0
2.410000E+2	4.759777E-1	0.000000E+0
2.420000E+2	5.198297E-1	0.000000E+0
2.430000E+2	5.687003E-1	0.000000E+0
2.440000E+2	6.230446E-1	0.000000E+0
2.450000E+2	6.815753E-1	0.000000E+0
2.460000E+2	7.399937E-1	0.000000E+0
2.470000E+2	7.945329E-1	0.000000E+0
2.480000E+2	8.476071E-1	0.000000E+0
2.490000E+2	9.099634E-1	0.000000E+0
2.500000E+2	9.949815E-1	0.000000E+0
2.510000E+2	1.107995E+0	0.000000E+0
2.520000E+2	1.241757E+0	0.000000E+0
2.530000E+2	1.383722E+0	0.000000E+0
2.540000E+2	1.527753E+0	0.000000E+0
2.550000E+2	1.680114E+0	0.000000E+0
2.560000E+2	1.854357E+0	0.000000E+0
2.570000E+2	2.057475E+0	0.000000E+0
2.580000E+2	2.278995E+0	0.000000E+0
2.590000E+2	2.493990E+0	0.000000E+0
2.600000E+2	2.678474E+0	0.000000E+0
2.610000E+2	2.827267E+0	0.000000E+0
2.620000E+2	2.964482E+0	0.000000E+0
2.630000E+2	3.137559E+0	0.000000E+0
2.640000E+2	3.391058E+0	0.000000E+0
2.650000E+2	3.736324E+0	0.000000E+0
2.660000E+2	4.146203E+0	0.000000E+0
2.670000E+2	4.578863E+0	0.000000E+0
2.680000E+2	5.006306E+0	0.000000E+0
2.690000E+2	5.427097E+0	0.000000E+0
2.700000E+2	5.857783E+0	0.000000E+0
2.710000E+2	6.309074E+0	0.000000E+0
2.720000E+2	6.763133E+0	0.000000E+0
2.730000E+2	7.169183E+0	0.000000E+0
2.740000E+2	7.460539E+0	0.000000E+0
2.750000E+2	7.581484E+0	0.000000E+0
2.760000E+2	7.509975E+0	0.000000E+0
2.770000E+2	7.267235E+0	0.000000E+0
2.780000E+2	6.909977E+0	0.000000E+0
2.790000E+2	6.505405E+0	0.000000E+0
2.800000E+2	6.097615E+0	0.000000E+0
2.810000E+2	5.685701E+0	0.000000E+0
2.820000E+2	5.233254E+0	0.000000E+0
2.830000E+2	4.706642E+0	0.000000E+0
2.840000E+2	4.118837E+0	0.000000E+0
2.850000E+2	3.557130E+0	0.000000E+0
2.860000E+2	3.171041E+0	0.000000E+0
2.870000E+2	3.074504E+0	0.000000E+0
2.880000E+2	3.212134E+0	0.000000E+0
2.890000E+2	3.401206E+0	0.000000E+0
2.900000E+2	3.486472E+0	0.000000E+0
2.910000E+2	3.407202E+0	0.000000E+0
2.920000E+2	3.192473E+0	0.000000E+0
2.930000E+2	2.934372E+0	0.000000E+0
2.940000E+2	2.741869E+0	0.000000E+0
2.950000E+2	2.675061E+0	0.000000E+0
2.960000E+2	2.709473E+0	0.000000E+0
2.970000E+2	2.779524E+0	0.000000E+0
2.980000E+2	2.843614E+0	0.000000E+0
2.990000E+2	2.901337E+0	0.000000E+0
3.000000E+2	2.967018E+0	0.000000E+0
